idDetalleCompra,idCompra,idProduc,nomProduc,precioProduc,CantidadProduc,Subtotal
403,60,41,Sifón Botella - Lote 41,9.09,34,309.06
404,60,13,Hoja Sierra - Lote 13,2.85,64,182.4
405,61,7,"Tubo PVC Agua 1/2"" - Lote 7",7.72,38,293.36
406,61,12,Tubo Abasto - Lote 12,4.24,97,411.28
407,61,49,Llave Angular Cromada - Lote 49,6.43,29,186.47
408,61,50,Mezcladora Monocomando - Lote 50,107.79,100,10779.0
409,61,49,Llave Angular Cromada - Lote 49,7.82,92,719.44
410,61,29,Martillo - Lote 29,15.71,92,1445.32
411,62,41,Sifón Botella - Lote 41,7.95,60,477.0
412,62,5,Mezcladora Monocomando - Lote 5,105.92,80,8473.6
413,62,20,Mezcladora Monocomando - Lote 20,111.29,55,6120.95
414,62,23,"Codo PVC 4"" - Lote 23",1.8,84,151.2
415,62,30,Guantes - Lote 30,4.06,77,312.62
416,62,24,Pegamento PVC Oatey - Lote 24,18.04,56,1010.24
417,62,6,"Tubo PVC Desague 4"" - Lote 6",17.33,98,1698.34
418,62,25,Cinta Teflon - Lote 25,1.54,79,121.66
419,63,37,"Tubo PVC Agua 1/2"" - Lote 37",7.9,44,347.6
420,63,31,Llave Lavatorio Vainsa - Lote 31,23.86,84,2004.24
421,63,4,Llave Angular Cromada - Lote 4,6.25,77,481.25
422,63,22,"Tubo PVC Agua 1/2"" - Lote 22",8.41,30,252.3
423,63,12,Tubo Abasto - Lote 12,4.4,25,110.0
424,63,29,Martillo - Lote 29,15.12,76,1149.12
425,63,40,Cinta Teflon - Lote 40,1.43,40,57.2
426,63,19,Llave Angular Cromada - Lote 19,6.98,69,481.62
427,63,22,"Tubo PVC Agua 1/2"" - Lote 22",7.15,96,686.4
428,63,41,Sifón Botella - Lote 41,7.7,62,477.4
429,64,19,Llave Angular Cromada - Lote 19,7.74,52,402.48
430,64,43,Hoja Sierra - Lote 43,3.37,97,326.89
431,64,22,"Tubo PVC Agua 1/2"" - Lote 22",8.63,30,258.9
432,64,10,Cinta Teflon - Lote 10,1.41,64,90.24
433,64,42,Tubo Abasto - Lote 42,4.21,70,294.7
434,64,46,Llave Lavatorio Vainsa - Lote 46,25.29,30,758.7
435,64,25,Cinta Teflon - Lote 25,1.66,62,102.92
436,64,43,Hoja Sierra - Lote 43,2.59,87,225.33
437,64,43,Hoja Sierra - Lote 43,3.01,74,222.74
438,65,20,Mezcladora Monocomando - Lote 20,124.24,43,5342.32
439,65,22,"Tubo PVC Agua 1/2"" - Lote 22",7.54,82,618.28
440,65,9,Pegamento PVC Oatey - Lote 9,18.04,39,703.56
441,65,7,"Tubo PVC Agua 1/2"" - Lote 7",9.16,84,769.44
442,65,48,"Caño Jardin Bronce 1/2"" - Lote 48",7.61,87,662.07
443,65,22,"Tubo PVC Agua 1/2"" - Lote 22",7.37,99,729.63
444,65,25,Cinta Teflon - Lote 25,1.33,39,51.87
445,65,45,Guantes - Lote 45,5.29,99,523.71
446,66,3,"Caño Jardin Bronce 1/2"" - Lote 3",8.59,72,618.48
447,66,47,Mezcladora Ducha Italgrif - Lote 47,83.27,50,4163.5
448,66,40,Cinta Teflon - Lote 40,1.63,56,91.28
449,66,29,Martillo - Lote 29,15.17,49,743.33
450,66,20,Mezcladora Monocomando - Lote 20,122.54,80,9803.2
451,66,13,Hoja Sierra - Lote 13,3.18,67,213.06
452,66,37,"Tubo PVC Agua 1/2"" - Lote 37",8.29,76,630.04
453,66,19,Llave Angular Cromada - Lote 19,7.21,68,490.28
454,66,27,Tubo Abasto - Lote 27,5.31,40,212.4
455,66,39,Pegamento PVC Oatey - Lote 39,23.61,37,873.57
456,67,24,Pegamento PVC Oatey - Lote 24,24.04,90,2163.6
457,67,46,Llave Lavatorio Vainsa - Lote 46,30.16,86,2593.76
458,67,19,Llave Angular Cromada - Lote 19,7.83,30,234.9
459,67,18,"Caño Jardin Bronce 1/2"" - Lote 18",10.22,77,786.94
460,67,10,Cinta Teflon - Lote 10,1.3,75,97.5
461,67,15,Guantes - Lote 15,5.42,77,417.34
462,67,2,Mezcladora Ducha Italgrif - Lote 2,61.28,73,4473.44
463,67,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.21,67,550.07
464,67,6,"Tubo PVC Desague 4"" - Lote 6",15.26,67,1022.42
465,67,21,"Tubo PVC Desague 4"" - Lote 21",18.7,32,598.4
466,68,9,Pegamento PVC Oatey - Lote 9,19.51,24,468.24
467,68,31,Llave Lavatorio Vainsa - Lote 31,29.33,37,1085.21
468,68,31,Llave Lavatorio Vainsa - Lote 31,28.04,77,2159.08
469,68,6,"Tubo PVC Desague 4"" - Lote 6",15.43,22,339.46
470,68,10,Cinta Teflon - Lote 10,1.72,90,154.8
471,69,8,"Codo PVC 4"" - Lote 8",1.92,56,107.52
472,69,8,"Codo PVC 4"" - Lote 8",1.92,26,49.92
473,69,41,Sifón Botella - Lote 41,8.87,99,878.13
474,69,8,"Codo PVC 4"" - Lote 8",2.17,83,180.11
475,69,2,Mezcladora Ducha Italgrif - Lote 2,72.37,100,7237.0
476,69,16,Llave Lavatorio Vainsa - Lote 16,25.12,38,954.56
477,69,1,Llave Lavatorio Vainsa - Lote 1,25.68,98,2516.64
478,69,37,"Tubo PVC Agua 1/2"" - Lote 37",7.52,73,548.96
479,69,43,Hoja Sierra - Lote 43,3.02,30,90.6
480,70,34,Llave Angular Cromada - Lote 34,7.22,89,642.58
481,70,33,"Caño Jardin Bronce 1/2"" - Lote 33",7.56,90,680.4
482,70,31,Llave Lavatorio Vainsa - Lote 31,28.22,25,705.5
483,70,24,Pegamento PVC Oatey - Lote 24,22.73,52,1181.96
484,71,23,"Codo PVC 4"" - Lote 23",2.26,50,113.0
485,71,41,Sifón Botella - Lote 41,9.81,33,323.73
486,71,48,"Caño Jardin Bronce 1/2"" - Lote 48",7.9,62,489.8
487,71,23,"Codo PVC 4"" - Lote 23",1.99,89,177.11
488,72,45,Guantes - Lote 45,5.01,81,405.81
489,72,9,Pegamento PVC Oatey - Lote 9,22.51,28,630.28
490,72,30,Guantes - Lote 30,4.47,24,107.28
491,72,3,"Caño Jardin Bronce 1/2"" - Lote 3",10.16,45,457.2
492,72,21,"Tubo PVC Desague 4"" - Lote 21",16.89,59,996.51
493,72,35,Mezcladora Monocomando - Lote 35,99.12,80,7929.6
494,72,49,Llave Angular Cromada - Lote 49,6.69,44,294.36
495,72,50,Mezcladora Monocomando - Lote 50,121.17,26,3150.42
496,72,22,"Tubo PVC Agua 1/2"" - Lote 22",7.35,54,396.9
497,72,24,Pegamento PVC Oatey - Lote 24,23.73,75,1779.75
498,73,22,"Tubo PVC Agua 1/2"" - Lote 22",8.39,43,360.77
499,73,32,Mezcladora Ducha Italgrif - Lote 32,82.18,67,5506.06
500,73,34,Llave Angular Cromada - Lote 34,7.92,54,427.68
501,73,47,Mezcladora Ducha Italgrif - Lote 47,61.89,74,4579.86
502,73,39,Pegamento PVC Oatey - Lote 39,21.32,43,916.76
503,73,21,"Tubo PVC Desague 4"" - Lote 21",14.45,33,476.85
504,73,43,Hoja Sierra - Lote 43,2.81,57,160.17
505,73,39,Pegamento PVC Oatey - Lote 39,18.67,74,1381.58
506,73,29,Martillo - Lote 29,14.74,64,943.36
507,74,18,"Caño Jardin Bronce 1/2"" - Lote 18",7.73,27,208.71
508,74,41,Sifón Botella - Lote 41,8.59,71,609.89
509,74,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.36,40,414.4
510,74,10,Cinta Teflon - Lote 10,1.59,97,154.23
511,74,29,Martillo - Lote 29,13.13,24,315.12
512,74,16,Llave Lavatorio Vainsa - Lote 16,25.76,66,1700.16
513,74,37,"Tubo PVC Agua 1/2"" - Lote 37",8.69,24,208.56
514,74,44,Martillo - Lote 44,17.24,77,1327.48
515,74,24,Pegamento PVC Oatey - Lote 24,22.84,76,1735.84
516,75,34,Llave Angular Cromada - Lote 34,6.96,66,459.36
517,75,42,Tubo Abasto - Lote 42,4.4,55,242.0
518,75,8,"Codo PVC 4"" - Lote 8",2.26,23,51.98
519,75,32,Mezcladora Ducha Italgrif - Lote 32,69.29,86,5958.94
520,75,36,"Tubo PVC Desague 4"" - Lote 36",15.47,35,541.45
521,76,14,Martillo - Lote 14,13.93,98,1365.14
522,76,32,Mezcladora Ducha Italgrif - Lote 32,62.94,45,2832.3
523,76,5,Mezcladora Monocomando - Lote 5,96.22,77,7408.94
524,76,46,Llave Lavatorio Vainsa - Lote 46,31.48,76,2392.48
525,76,44,Martillo - Lote 44,15.84,60,950.4
526,76,46,Llave Lavatorio Vainsa - Lote 46,27.45,28,768.6
527,76,19,Llave Angular Cromada - Lote 19,8.04,58,466.32
528,76,46,Llave Lavatorio Vainsa - Lote 46,29.64,42,1244.88
529,76,33,"Caño Jardin Bronce 1/2"" - Lote 33",7.86,48,377.28
530,76,13,Hoja Sierra - Lote 13,2.74,37,101.38
531,77,24,Pegamento PVC Oatey - Lote 24,21.51,90,1935.9
532,77,30,Guantes - Lote 30,4.21,90,378.9
533,77,6,"Tubo PVC Desague 4"" - Lote 6",15.73,28,440.44
534,78,50,Mezcladora Monocomando - Lote 50,119.64,72,8614.08
535,78,5,Mezcladora Monocomando - Lote 5,125.01,36,4500.36
536,78,42,Tubo Abasto - Lote 42,4.72,29,136.88
537,78,44,Martillo - Lote 44,14.22,86,1222.92
538,78,50,Mezcladora Monocomando - Lote 50,113.03,90,10172.7
539,78,12,Tubo Abasto - Lote 12,4.69,36,168.84
540,78,4,Llave Angular Cromada - Lote 4,7.24,35,253.4
541,78,20,Mezcladora Monocomando - Lote 20,95.83,41,3929.03
542,78,46,Llave Lavatorio Vainsa - Lote 46,25.61,48,1229.28
543,79,6,"Tubo PVC Desague 4"" - Lote 6",15.1,52,785.2
544,79,36,"Tubo PVC Desague 4"" - Lote 36",14.7,55,808.5
545,79,20,Mezcladora Monocomando - Lote 20,109.21,98,10702.58
546,79,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.28,41,380.48
547,79,38,"Codo PVC 4"" - Lote 38",1.87,39,72.93
548,79,40,Cinta Teflon - Lote 40,1.42,97,137.74
549,79,37,"Tubo PVC Agua 1/2"" - Lote 37",9.31,25,232.75
550,80,3,"Caño Jardin Bronce 1/2"" - Lote 3",8.29,93,770.97
551,80,14,Martillo - Lote 14,14.58,93,1355.94
552,80,41,Sifón Botella - Lote 41,8.99,23,206.77
553,80,41,Sifón Botella - Lote 41,8.37,89,744.93
554,81,16,Llave Lavatorio Vainsa - Lote 16,25.18,71,1787.78
555,81,5,Mezcladora Monocomando - Lote 5,95.69,27,2583.63
556,81,27,Tubo Abasto - Lote 27,4.74,81,383.94
557,81,22,"Tubo PVC Agua 1/2"" - Lote 22",7.4,97,717.8
558,81,46,Llave Lavatorio Vainsa - Lote 46,29.11,60,1746.6
559,81,23,"Codo PVC 4"" - Lote 23",1.84,71,130.64
560,81,24,Pegamento PVC Oatey - Lote 24,21.43,85,1821.55
561,81,21,"Tubo PVC Desague 4"" - Lote 21",16.61,50,830.5
562,81,18,"Caño Jardin Bronce 1/2"" - Lote 18",8.24,77,634.48
563,81,7,"Tubo PVC Agua 1/2"" - Lote 7",7.81,26,203.06
564,82,16,Llave Lavatorio Vainsa - Lote 16,29.82,40,1192.8
565,82,37,"Tubo PVC Agua 1/2"" - Lote 37",7.53,60,451.8
566,82,11,Sifón Botella - Lote 11,10.49,83,870.67
567,82,30,Guantes - Lote 30,5.41,83,449.03
568,82,32,Mezcladora Ducha Italgrif - Lote 32,62.16,22,1367.52
569,82,26,Sifón Botella - Lote 26,8.87,84,745.08
570,82,16,Llave Lavatorio Vainsa - Lote 16,27.75,47,1304.25
571,82,4,Llave Angular Cromada - Lote 4,6.68,26,173.68
572,82,39,Pegamento PVC Oatey - Lote 39,19.5,80,1560.0
573,83,28,Hoja Sierra - Lote 28,3.38,37,125.06
574,83,47,Mezcladora Ducha Italgrif - Lote 47,78.33,66,5169.78
575,83,24,Pegamento PVC Oatey - Lote 24,20.3,25,507.5
576,83,37,"Tubo PVC Agua 1/2"" - Lote 37",7.55,91,687.05
577,84,5,Mezcladora Monocomando - Lote 5,108.15,69,7462.35
578,84,49,Llave Angular Cromada - Lote 49,6.67,90,600.3
579,84,40,Cinta Teflon - Lote 40,1.31,98,128.38
580,84,7,"Tubo PVC Agua 1/2"" - Lote 7",8.04,70,562.8
581,84,22,"Tubo PVC Agua 1/2"" - Lote 22",9.63,91,876.33
582,84,49,Llave Angular Cromada - Lote 49,6.48,38,246.24
583,84,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.0,71,639.0
584,85,9,Pegamento PVC Oatey - Lote 9,23.13,62,1434.06
585,85,34,Llave Angular Cromada - Lote 34,6.36,78,496.08
586,85,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.48,37,313.76
587,86,11,Sifón Botella - Lote 11,10.47,70,732.9
588,86,48,"Caño Jardin Bronce 1/2"" - Lote 48",9.28,58,538.24
589,86,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.1,85,773.5
590,86,46,Llave Lavatorio Vainsa - Lote 46,25.2,92,2318.4
591,86,2,Mezcladora Ducha Italgrif - Lote 2,67.95,67,4552.65
592,86,8,"Codo PVC 4"" - Lote 8",2.16,73,157.68
593,86,47,Mezcladora Ducha Italgrif - Lote 47,60.64,100,6064.0
594,86,31,Llave Lavatorio Vainsa - Lote 31,31.2,53,1653.6
595,87,47,Mezcladora Ducha Italgrif - Lote 47,74.0,26,1924.0
596,87,11,Sifón Botella - Lote 11,9.39,87,816.93
597,87,40,Cinta Teflon - Lote 40,1.32,68,89.76
598,87,44,Martillo - Lote 44,12.66,51,645.66
599,87,45,Guantes - Lote 45,4.31,34,146.54
600,87,29,Martillo - Lote 29,14.59,60,875.4
601,88,27,Tubo Abasto - Lote 27,5.24,84,440.16
602,88,31,Llave Lavatorio Vainsa - Lote 31,28.85,27,778.95
603,88,34,Llave Angular Cromada - Lote 34,7.35,46,338.1
604,88,43,Hoja Sierra - Lote 43,3.03,81,245.43
605,88,21,"Tubo PVC Desague 4"" - Lote 21",16.57,42,695.94
606,88,35,Mezcladora Monocomando - Lote 35,109.67,63,6909.21
607,89,13,Hoja Sierra - Lote 13,2.78,51,141.78
608,89,20,Mezcladora Monocomando - Lote 20,123.89,48,5946.72
609,89,20,Mezcladora Monocomando - Lote 20,115.38,56,6461.28
610,89,45,Guantes - Lote 45,4.51,82,369.82
611,89,23,"Codo PVC 4"" - Lote 23",2.4,91,218.4
612,89,47,Mezcladora Ducha Italgrif - Lote 47,66.91,55,3680.05
613,89,37,"Tubo PVC Agua 1/2"" - Lote 37",8.06,89,717.34
614,89,26,Sifón Botella - Lote 26,10.36,64,663.04
615,89,10,Cinta Teflon - Lote 10,1.27,57,72.39
616,89,46,Llave Lavatorio Vainsa - Lote 46,25.62,30,768.6
617,90,48,"Caño Jardin Bronce 1/2"" - Lote 48",8.14,81,659.34
618,90,35,Mezcladora Monocomando - Lote 35,123.59,54,6673.86
619,90,45,Guantes - Lote 45,4.22,54,227.88
620,90,40,Cinta Teflon - Lote 40,1.37,95,130.15
621,90,4,Llave Angular Cromada - Lote 4,6.54,87,568.98
622,90,15,Guantes - Lote 15,4.16,26,108.16
623,90,22,"Tubo PVC Agua 1/2"" - Lote 22",7.28,80,582.4
624,91,36,"Tubo PVC Desague 4"" - Lote 36",16.28,40,651.2
625,91,31,Llave Lavatorio Vainsa - Lote 31,28.35,81,2296.35
626,91,49,Llave Angular Cromada - Lote 49,6.77,56,379.12
627,92,42,Tubo Abasto - Lote 42,4.37,93,406.41
628,92,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.24,24,245.76
629,92,12,Tubo Abasto - Lote 12,5.41,73,394.93
630,92,12,Tubo Abasto - Lote 12,5.6,24,134.4
631,93,12,Tubo Abasto - Lote 12,5.4,57,307.8
632,93,1,Llave Lavatorio Vainsa - Lote 1,27.61,58,1601.38
633,93,7,"Tubo PVC Agua 1/2"" - Lote 7",7.8,62,483.6
634,93,42,Tubo Abasto - Lote 42,4.84,89,430.76
635,93,9,Pegamento PVC Oatey - Lote 9,20.78,84,1745.52
636,93,13,Hoja Sierra - Lote 13,2.83,34,96.22
637,93,47,Mezcladora Ducha Italgrif - Lote 47,75.56,78,5893.68
638,93,46,Llave Lavatorio Vainsa - Lote 46,22.63,43,973.09
639,93,22,"Tubo PVC Agua 1/2"" - Lote 22",8.59,57,489.63
640,93,49,Llave Angular Cromada - Lote 49,6.42,44,282.48
641,94,33,"Caño Jardin Bronce 1/2"" - Lote 33",7.76,61,473.36
642,94,43,Hoja Sierra - Lote 43,2.68,32,85.76
643,94,9,Pegamento PVC Oatey - Lote 9,19.77,81,1601.37
644,94,16,Llave Lavatorio Vainsa - Lote 16,24.85,20,497.0
645,94,16,Llave Lavatorio Vainsa - Lote 16,29.28,77,2254.56
646,94,22,"Tubo PVC Agua 1/2"" - Lote 22",8.63,58,500.54
647,94,37,"Tubo PVC Agua 1/2"" - Lote 37",7.73,21,162.33
648,94,24,Pegamento PVC Oatey - Lote 24,17.93,50,896.5
649,94,8,"Codo PVC 4"" - Lote 8",1.96,79,154.84
650,95,45,Guantes - Lote 45,5.02,35,175.7
651,95,19,Llave Angular Cromada - Lote 19,7.48,67,501.16
652,95,15,Guantes - Lote 15,4.77,37,176.49
653,95,30,Guantes - Lote 30,4.6,97,446.2
654,95,45,Guantes - Lote 45,5.46,90,491.4
655,95,49,Llave Angular Cromada - Lote 49,7.92,88,696.96
656,95,14,Martillo - Lote 14,15.9,51,810.9
657,96,34,Llave Angular Cromada - Lote 34,7.27,77,559.79
658,96,24,Pegamento PVC Oatey - Lote 24,23.92,29,693.68
659,96,8,"Codo PVC 4"" - Lote 8",2.33,27,62.91
660,96,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.22,45,414.9
661,97,21,"Tubo PVC Desague 4"" - Lote 21",16.47,86,1416.42
662,97,44,Martillo - Lote 44,16.08,46,739.68
663,97,32,Mezcladora Ducha Italgrif - Lote 32,81.57,31,2528.67
664,97,29,Martillo - Lote 29,14.77,27,398.79
665,97,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.87,73,647.51
666,98,44,Martillo - Lote 44,16.12,59,951.08
667,98,26,Sifón Botella - Lote 26,9.95,52,517.4
668,98,48,"Caño Jardin Bronce 1/2"" - Lote 48",9.23,47,433.81
669,98,3,"Caño Jardin Bronce 1/2"" - Lote 3",8.53,74,631.22
670,98,5,Mezcladora Monocomando - Lote 5,125.79,89,11195.31
671,98,5,Mezcladora Monocomando - Lote 5,91.14,80,7291.2
672,98,27,Tubo Abasto - Lote 27,5.23,43,224.89
673,98,50,Mezcladora Monocomando - Lote 50,103.48,73,7554.04
674,98,25,Cinta Teflon - Lote 25,1.68,77,129.36
675,98,25,Cinta Teflon - Lote 25,1.29,68,87.72
676,99,42,Tubo Abasto - Lote 42,4.19,64,268.16
677,99,35,Mezcladora Monocomando - Lote 35,109.04,70,7632.8
678,99,47,Mezcladora Ducha Italgrif - Lote 47,80.04,48,3841.92
679,99,49,Llave Angular Cromada - Lote 49,8.35,22,183.7
680,99,30,Guantes - Lote 30,4.68,89,416.52
681,100,16,Llave Lavatorio Vainsa - Lote 16,25.62,78,1998.36
682,100,18,"Caño Jardin Bronce 1/2"" - Lote 18",10.31,44,453.64
683,100,47,Mezcladora Ducha Italgrif - Lote 47,60.77,34,2066.18
684,100,43,Hoja Sierra - Lote 43,3.11,73,227.03
685,100,2,Mezcladora Ducha Italgrif - Lote 2,64.95,50,3247.5
686,100,7,"Tubo PVC Agua 1/2"" - Lote 7",7.09,96,680.64
687,101,16,Llave Lavatorio Vainsa - Lote 16,26.12,25,653.0
688,101,15,Guantes - Lote 15,4.35,89,387.15
689,101,50,Mezcladora Monocomando - Lote 50,95.04,27,2566.08
690,102,47,Mezcladora Ducha Italgrif - Lote 47,67.65,93,6291.45
691,102,39,Pegamento PVC Oatey - Lote 39,19.16,61,1168.76
692,102,10,Cinta Teflon - Lote 10,1.36,86,116.96
693,102,20,Mezcladora Monocomando - Lote 20,92.19,55,5070.45
694,102,38,"Codo PVC 4"" - Lote 38",2.19,42,91.98
695,102,28,Hoja Sierra - Lote 28,3.0,91,273.0
696,103,34,Llave Angular Cromada - Lote 34,7.67,60,460.2
697,103,27,Tubo Abasto - Lote 27,4.48,39,174.72
698,103,12,Tubo Abasto - Lote 12,4.76,88,418.88
699,103,15,Guantes - Lote 15,5.37,58,311.46
700,103,10,Cinta Teflon - Lote 10,1.71,79,135.09
701,103,36,"Tubo PVC Desague 4"" - Lote 36",19.42,72,1398.24
702,103,36,"Tubo PVC Desague 4"" - Lote 36",14.75,87,1283.25
703,103,16,Llave Lavatorio Vainsa - Lote 16,24.33,52,1265.16
704,103,42,Tubo Abasto - Lote 42,5.48,30,164.4
705,104,35,Mezcladora Monocomando - Lote 35,91.86,44,4041.84
706,104,25,Cinta Teflon - Lote 25,1.55,97,150.35
707,104,5,Mezcladora Monocomando - Lote 5,118.97,44,5234.68
708,104,38,"Codo PVC 4"" - Lote 38",1.9,91,172.9
709,105,20,Mezcladora Monocomando - Lote 20,97.63,21,2050.23
710,105,13,Hoja Sierra - Lote 13,3.25,35,113.75
711,105,49,Llave Angular Cromada - Lote 49,8.19,81,663.39
712,105,45,Guantes - Lote 45,5.13,97,497.61
713,105,26,Sifón Botella - Lote 26,9.16,50,458.0
714,105,50,Mezcladora Monocomando - Lote 50,103.7,56,5807.2
715,105,35,Mezcladora Monocomando - Lote 35,101.1,65,6571.5
716,105,24,Pegamento PVC Oatey - Lote 24,23.68,85,2012.8
717,106,47,Mezcladora Ducha Italgrif - Lote 47,78.28,80,6262.4
718,106,21,"Tubo PVC Desague 4"" - Lote 21",16.08,46,739.68
719,106,27,Tubo Abasto - Lote 27,4.9,25,122.5
720,106,15,Guantes - Lote 15,4.03,38,153.14
721,107,19,Llave Angular Cromada - Lote 19,6.47,39,252.33
722,107,15,Guantes - Lote 15,4.91,68,333.88
723,107,16,Llave Lavatorio Vainsa - Lote 16,27.46,83,2279.18
724,107,44,Martillo - Lote 44,13.79,63,868.77
725,107,32,Mezcladora Ducha Italgrif - Lote 32,71.06,82,5826.92
726,107,47,Mezcladora Ducha Italgrif - Lote 47,64.06,65,4163.9
727,107,47,Mezcladora Ducha Italgrif - Lote 47,71.72,89,6383.08
728,107,35,Mezcladora Monocomando - Lote 35,108.86,27,2939.22
729,107,5,Mezcladora Monocomando - Lote 5,117.52,26,3055.52
730,108,41,Sifón Botella - Lote 41,7.7,49,377.3
731,108,10,Cinta Teflon - Lote 10,1.36,21,28.56
732,108,30,Guantes - Lote 30,4.1,67,274.7
733,108,41,Sifón Botella - Lote 41,10.24,98,1003.52
734,108,43,Hoja Sierra - Lote 43,2.52,82,206.64
735,109,1,Llave Lavatorio Vainsa - Lote 1,27.26,22,599.72
736,109,18,"Caño Jardin Bronce 1/2"" - Lote 18",10.43,88,917.84
737,109,2,Mezcladora Ducha Italgrif - Lote 2,79.52,84,6679.68
738,109,44,Martillo - Lote 44,16.53,75,1239.75
739,109,12,Tubo Abasto - Lote 12,5.47,33,180.51
740,109,34,Llave Angular Cromada - Lote 34,6.58,39,256.62
741,109,40,Cinta Teflon - Lote 40,1.38,87,120.06
742,109,23,"Codo PVC 4"" - Lote 23",2.31,54,124.74
743,109,6,"Tubo PVC Desague 4"" - Lote 6",19.37,67,1297.79
744,110,45,Guantes - Lote 45,4.48,48,215.04
745,110,6,"Tubo PVC Desague 4"" - Lote 6",14.52,24,348.48
746,110,25,Cinta Teflon - Lote 25,1.53,68,104.04
747,110,4,Llave Angular Cromada - Lote 4,7.69,21,161.49
748,110,6,"Tubo PVC Desague 4"" - Lote 6",18.73,83,1554.59
749,110,42,Tubo Abasto - Lote 42,4.91,62,304.42
750,111,15,Guantes - Lote 15,5.44,47,255.68
751,111,45,Guantes - Lote 45,4.76,92,437.92
752,111,3,"Caño Jardin Bronce 1/2"" - Lote 3",9.55,29,276.95
753,112,12,Tubo Abasto - Lote 12,4.03,60,241.8
754,112,14,Martillo - Lote 14,13.22,95,1255.9
755,112,46,Llave Lavatorio Vainsa - Lote 46,30.86,70,2160.2
756,113,37,"Tubo PVC Agua 1/2"" - Lote 37",8.59,50,429.5
757,113,25,Cinta Teflon - Lote 25,1.42,89,126.38
758,113,49,Llave Angular Cromada - Lote 49,7.9,37,292.3
759,113,45,Guantes - Lote 45,4.8,30,144.0
760,113,23,"Codo PVC 4"" - Lote 23",1.82,26,47.32
761,114,22,"Tubo PVC Agua 1/2"" - Lote 22",9.15,97,887.55
762,114,39,Pegamento PVC Oatey - Lote 39,24.28,70,1699.6
763,114,21,"Tubo PVC Desague 4"" - Lote 21",17.55,23,403.65
764,114,29,Martillo - Lote 29,13.64,82,1118.48
765,115,28,Hoja Sierra - Lote 28,3.18,43,136.74
766,115,43,Hoja Sierra - Lote 43,2.59,68,176.12
767,115,40,Cinta Teflon - Lote 40,1.65,57,94.05
768,115,46,Llave Lavatorio Vainsa - Lote 46,23.24,29,673.96
769,115,10,Cinta Teflon - Lote 10,1.61,68,109.48
770,115,41,Sifón Botella - Lote 41,9.72,39,379.08
771,115,21,"Tubo PVC Desague 4"" - Lote 21",14.6,66,963.6
772,115,1,Llave Lavatorio Vainsa - Lote 1,26.5,59,1563.5
773,115,49,Llave Angular Cromada - Lote 49,6.25,54,337.5
774,116,28,Hoja Sierra - Lote 28,3.06,77,235.62
775,116,33,"Caño Jardin Bronce 1/2"" - Lote 33",7.81,72,562.32
776,116,6,"Tubo PVC Desague 4"" - Lote 6",17.1,65,1111.5
777,116,39,Pegamento PVC Oatey - Lote 39,22.99,96,2207.04
778,116,25,Cinta Teflon - Lote 25,1.4,21,29.4
779,117,47,Mezcladora Ducha Italgrif - Lote 47,81.72,91,7436.52
780,117,16,Llave Lavatorio Vainsa - Lote 16,27.19,93,2528.67
781,117,44,Martillo - Lote 44,13.35,68,907.8
782,117,18,"Caño Jardin Bronce 1/2"" - Lote 18",8.31,58,481.98
783,118,11,Sifón Botella - Lote 11,8.33,75,624.75
784,118,20,Mezcladora Monocomando - Lote 20,118.18,81,9572.58
785,118,24,Pegamento PVC Oatey - Lote 24,24.11,52,1253.72
786,118,47,Mezcladora Ducha Italgrif - Lote 47,71.9,100,7190.0
787,119,30,Guantes - Lote 30,4.22,33,139.26
788,119,1,Llave Lavatorio Vainsa - Lote 1,25.49,70,1784.3
789,119,40,Cinta Teflon - Lote 40,1.65,68,112.2
790,119,22,"Tubo PVC Agua 1/2"" - Lote 22",7.94,76,603.44
791,119,42,Tubo Abasto - Lote 42,4.22,96,405.12
792,119,21,"Tubo PVC Desague 4"" - Lote 21",19.3,97,1872.1
793,120,21,"Tubo PVC Desague 4"" - Lote 21",19.4,42,814.8
794,120,21,"Tubo PVC Desague 4"" - Lote 21",18.12,57,1032.84
795,120,41,Sifón Botella - Lote 41,10.4,82,852.8
796,120,16,Llave Lavatorio Vainsa - Lote 16,25.88,61,1578.68
797,120,26,Sifón Botella - Lote 26,7.84,66,517.44
798,120,37,"Tubo PVC Agua 1/2"" - Lote 37",8.66,45,389.7
799,120,35,Mezcladora Monocomando - Lote 35,114.54,43,4925.22
800,120,36,"Tubo PVC Desague 4"" - Lote 36",19.34,23,444.82
801,120,30,Guantes - Lote 30,4.7,46,216.2
802,120,19,Llave Angular Cromada - Lote 19,7.97,28,223.16
803,121,9,Pegamento PVC Oatey - Lote 9,19.19,58,1113.02
804,121,43,Hoja Sierra - Lote 43,3.22,39,125.58
805,121,25,Cinta Teflon - Lote 25,1.47,29,42.63
806,121,39,Pegamento PVC Oatey - Lote 39,21.58,81,1747.98
