idCompra,Fecha_Compra,nombreProveedor,Total
COMP-541,2025-06-13,Proveedor 214,4415.53
COMP-542,2023-03-30,Proveedor 384,4360.48
COMP-543,2025-03-20,Proveedor 3,4194.45
COMP-544,2025-05-29,Proveedor 126,3836.55
COMP-545,2023-06-20,Proveedor 12,3465.1
COMP-546,2024-01-05,Proveedor 150,2497.26
COMP-547,2023-02-09,Proveedor 291,902.75
COMP-548,2025-04-22,Proveedor 291,2015.25
COMP-549,2024-02-24,Proveedor 225,2232.95
COMP-550,2024-08-05,Proveedor 444,179.89
COMP-551,2024-01-25,Proveedor 180,761.52
COMP-552,2024-11-20,Proveedor 143,2567.71
COMP-553,2023-03-10,Proveedor 313,3377.06
COMP-554,2023-04-30,Proveedor 380,1735.7
COMP-555,2024-02-01,Proveedor 167,2497.26
COMP-556,2024-07-05,Proveedor 361,675.63
COMP-557,2025-08-23,Proveedor 74,4826.26
COMP-558,2024-11-03,Proveedor 369,2771.95
COMP-559,2023-12-21,Proveedor 265,4726.89
COMP-560,2023-03-17,Proveedor 316,1066.8
COMP-561,2023-01-08,Proveedor 179,2754.27
COMP-562,2025-06-15,Proveedor 264,2843.26
COMP-563,2025-09-07,Proveedor 453,352.09
COMP-564,2023-06-21,Proveedor 293,736.14
COMP-565,2023-09-17,Proveedor 292,865.01
COMP-566,2025-09-14,Proveedor 80,4069.82
COMP-567,2023-06-16,Proveedor 29,2200.4
COMP-568,2025-09-20,Proveedor 357,292.05
COMP-569,2023-05-09,Proveedor 132,2089.06
COMP-570,2024-08-20,Proveedor 170,2216.29
COMP-571,2024-06-07,Proveedor 308,4052.17
COMP-572,2023-04-05,Proveedor 299,3032.96
COMP-573,2023-07-10,Proveedor 52,3154.02
COMP-574,2025-08-29,Proveedor 233,4114.97
COMP-575,2025-10-21,Proveedor 91,3064.26
COMP-576,2023-02-21,Proveedor 225,1066.52
COMP-577,2023-10-27,Proveedor 377,3127.08
COMP-578,2024-09-16,Proveedor 98,132.49
COMP-579,2023-04-19,Proveedor 377,1685.13
COMP-580,2023-02-20,Proveedor 25,4821.37
COMP-581,2025-03-27,Proveedor 445,662.82
COMP-582,2024-01-05,Proveedor 78,3188.04
COMP-583,2025-04-13,Proveedor 76,922.6
COMP-584,2023-10-08,Proveedor 86,903.1
COMP-585,2024-04-24,Proveedor 304,2832.96
COMP-586,2023-02-10,Proveedor 100,2919.82
COMP-587,2025-07-24,Proveedor 326,327.84
COMP-588,2024-02-25,Proveedor 484,2996.13
COMP-589,2025-07-01,Proveedor 482,129.59
COMP-590,2023-02-16,Proveedor 261,1671.34
COMP-591,2024-02-12,Proveedor 65,2001.05
COMP-592,2024-10-22,Proveedor 109,4824.19
COMP-593,2023-01-16,Proveedor 284,4287.38
COMP-594,2023-09-04,Proveedor 72,2124.76
COMP-595,2023-11-19,Proveedor 17,2173.98
COMP-596,2023-01-26,Proveedor 196,3392.62
COMP-597,2023-12-07,Proveedor 233,2178.81
COMP-598,2023-08-01,Proveedor 475,1032.5
COMP-599,2025-05-21,Proveedor 115,1903.94
COMP-600,2023-03-07,Proveedor 340,2630.74
COMP-601,2024-05-07,Proveedor 482,2847.98
COMP-602,2024-02-10,Proveedor 487,842.63
COMP-603,2025-07-26,Proveedor 30,4565.37
COMP-604,2025-05-09,Proveedor 102,1134.88
COMP-605,2024-03-05,Proveedor 357,180.83
COMP-606,2024-04-02,Proveedor 429,2650.44
COMP-607,2025-10-09,Proveedor 256,2417.31
COMP-608,2024-01-25,Proveedor 268,2136.59
COMP-609,2025-07-01,Proveedor 335,3668.66
COMP-610,2025-03-05,Proveedor 335,455.51
COMP-611,2025-04-10,Proveedor 103,4138.88
COMP-612,2024-12-16,Proveedor 479,2213.33
COMP-613,2024-06-01,Proveedor 482,613.9
COMP-614,2025-05-20,Proveedor 315,2269.64
COMP-615,2024-09-03,Proveedor 255,3380.79
COMP-616,2023-10-20,Proveedor 108,1303.92
COMP-617,2024-04-13,Proveedor 424,2026.88
COMP-618,2025-09-28,Proveedor 210,4427.08
COMP-619,2025-02-06,Proveedor 378,3908.65
COMP-620,2025-01-30,Proveedor 360,4283.63
COMP-621,2023-06-27,Proveedor 215,2012.58
COMP-622,2023-09-25,Proveedor 27,4255.8
COMP-623,2023-11-07,Proveedor 34,1655.48
COMP-624,2023-12-18,Proveedor 483,2964.21
COMP-625,2023-07-02,Proveedor 190,4523.71
COMP-626,2024-10-17,Proveedor 432,3726.62
COMP-627,2024-09-20,Proveedor 447,4887.76
COMP-628,2024-02-13,Proveedor 320,1421.42
COMP-629,2023-11-24,Proveedor 380,2534.31
COMP-630,2023-03-09,Proveedor 391,4696.69
COMP-631,2025-08-14,Proveedor 404,2357.7
COMP-632,2025-09-16,Proveedor 324,4153.32
COMP-633,2024-07-29,Proveedor 56,3672.08
COMP-634,2025-01-09,Proveedor 175,3302.02
COMP-635,2024-06-06,Proveedor 336,330.62
COMP-636,2024-12-05,Proveedor 496,3007.17
COMP-637,2025-04-13,Proveedor 223,3915.06
COMP-638,2023-05-09,Proveedor 4,4313.86
COMP-639,2023-05-09,Proveedor 473,1421.6
COMP-640,2024-10-02,Proveedor 410,272.8
COMP-641,2024-04-22,Proveedor 296,4886.57
COMP-642,2024-09-29,Proveedor 173,2784.44
COMP-643,2025-08-08,Proveedor 407,4967.49
COMP-644,2024-05-31,Proveedor 274,1100.03
COMP-645,2024-07-05,Proveedor 413,1528.61
COMP-646,2024-03-13,Proveedor 11,349.22
COMP-647,2025-01-16,Proveedor 247,2005.99
COMP-648,2025-05-05,Proveedor 285,1058.69
COMP-649,2024-05-02,Proveedor 326,2356.36
COMP-650,2024-02-09,Proveedor 303,57.36
COMP-651,2023-02-18,Proveedor 344,4535.15
COMP-652,2024-11-13,Proveedor 466,997.62
COMP-653,2025-07-23,Proveedor 2,4193.08
COMP-654,2024-05-25,Proveedor 390,2649.28
COMP-655,2024-05-12,Proveedor 417,841.13
COMP-656,2024-09-03,Proveedor 296,4983.25
COMP-657,2023-09-07,Proveedor 267,4642.82
COMP-658,2023-08-07,Proveedor 377,303.21
COMP-659,2024-07-10,Proveedor 414,1183.89
COMP-660,2024-07-11,Proveedor 280,143.83
COMP-661,2024-07-28,Proveedor 310,1304.49
COMP-662,2023-10-30,Proveedor 269,1210.78
COMP-663,2023-01-25,Proveedor 158,4589.38
COMP-664,2024-02-11,Proveedor 430,4310.92
COMP-665,2025-10-31,Proveedor 405,70.96
COMP-666,2025-04-26,Proveedor 274,28.8
COMP-667,2024-01-03,Proveedor 343,4122.38
COMP-668,2023-08-29,Proveedor 398,1351.66
COMP-669,2024-07-09,Proveedor 263,2205.15
COMP-670,2024-10-08,Proveedor 460,2780.03
COMP-671,2023-07-20,Proveedor 435,1027.95
COMP-672,2023-02-22,Proveedor 381,1112.46
COMP-673,2023-01-27,Proveedor 211,4186.45
COMP-674,2024-05-31,Proveedor 236,816.5
COMP-675,2025-03-03,Proveedor 306,585.09
COMP-676,2025-09-02,Proveedor 129,242.71
COMP-677,2024-09-25,Proveedor 89,1706.98
COMP-678,2024-12-02,Proveedor 260,920.33
COMP-679,2025-01-03,Proveedor 29,1727.19
COMP-680,2023-12-11,Proveedor 388,917.58
COMP-681,2024-01-02,Proveedor 231,3937.79
COMP-682,2025-10-22,Proveedor 296,3965.17
COMP-683,2025-02-08,Proveedor 106,60.28
COMP-684,2023-12-25,Proveedor 100,804.76
COMP-685,2024-06-29,Proveedor 436,1114.26
COMP-686,2024-07-03,Proveedor 259,3636.56
COMP-687,2025-07-12,Proveedor 373,2933.54
COMP-688,2024-09-06,Proveedor 400,3653.8
COMP-689,2023-01-31,Proveedor 417,777.17
COMP-690,2025-07-24,Proveedor 195,1056.32
COMP-691,2025-04-12,Proveedor 197,2974.91
COMP-692,2024-08-23,Proveedor 123,1056.42
COMP-693,2024-07-01,Proveedor 80,884.94
COMP-694,2025-03-08,Proveedor 11,444.71
COMP-695,2025-09-03,Proveedor 246,2325.75
COMP-696,2023-07-08,Proveedor 448,808.05
COMP-697,2023-01-23,Proveedor 199,1480.35
COMP-698,2025-09-05,Proveedor 493,4007.4
COMP-699,2025-05-25,Proveedor 181,2824.83
COMP-700,2023-11-20,Proveedor 282,1746.52
COMP-701,2024-05-10,Proveedor 223,2165.4
COMP-702,2024-06-12,Proveedor 442,3848.41
COMP-703,2024-08-05,Proveedor 409,4517.03
COMP-704,2023-02-12,Proveedor 240,2958.66
COMP-705,2024-09-30,Proveedor 309,4677.61
COMP-706,2023-08-01,Proveedor 131,1897.14
COMP-707,2024-04-28,Proveedor 112,932.78
COMP-708,2024-07-10,Proveedor 212,3089.72
COMP-709,2024-10-10,Proveedor 452,1892.74
COMP-710,2024-10-27,Proveedor 212,48.44
COMP-711,2023-10-21,Proveedor 399,76.23
COMP-712,2023-08-11,Proveedor 140,432.8
COMP-713,2024-11-25,Proveedor 312,2318.3
COMP-714,2025-09-18,Proveedor 14,1879.52
COMP-715,2023-11-10,Proveedor 318,4745.49
COMP-716,2024-06-04,Proveedor 491,3668.52
COMP-717,2025-07-08,Proveedor 194,4591.41
COMP-718,2024-03-21,Proveedor 316,471.19
COMP-719,2023-08-11,Proveedor 350,1709.28
COMP-720,2024-02-22,Proveedor 109,344.18
COMP-721,2024-03-08,Proveedor 446,2646.23
COMP-722,2024-12-31,Proveedor 157,3312.22
COMP-723,2024-11-26,Proveedor 466,4107.38
COMP-724,2025-02-16,Proveedor 373,4500.71
COMP-725,2025-06-07,Proveedor 457,1575.43
COMP-726,2023-11-22,Proveedor 207,4434.9
COMP-727,2024-10-16,Proveedor 426,3244.17
COMP-728,2025-06-07,Proveedor 186,2237.87
COMP-729,2023-11-10,Proveedor 145,1522.69
COMP-730,2024-08-14,Proveedor 290,2397.53
COMP-731,2024-06-10,Proveedor 149,4474.22
COMP-732,2025-10-28,Proveedor 278,608.03
COMP-733,2023-10-01,Proveedor 425,125.53
COMP-734,2023-11-30,Proveedor 493,1238.28
COMP-735,2024-03-07,Proveedor 263,4649.22
COMP-736,2023-07-25,Proveedor 442,1767.05
COMP-737,2023-10-14,Proveedor 155,2233.89
COMP-738,2025-03-12,Proveedor 406,3393.19
COMP-739,2024-02-04,Proveedor 161,1191.27
COMP-740,2024-11-28,Proveedor 379,1409.09
COMP-741,2023-12-05,Proveedor 483,739.56
COMP-742,2023-02-18,Proveedor 232,688.34
COMP-743,2023-08-17,Proveedor 102,455.49
COMP-744,2024-08-27,Proveedor 477,3232.34
COMP-745,2025-10-18,Proveedor 226,329.06
COMP-746,2024-04-23,Proveedor 113,2267.54
COMP-747,2025-02-19,Proveedor 454,2579.34
COMP-748,2024-01-13,Proveedor 269,4261.56
COMP-749,2023-01-09,Proveedor 47,4152.52
COMP-750,2023-08-28,Proveedor 282,3316.5
COMP-751,2023-02-27,Proveedor 464,4376.1
COMP-752,2025-05-20,Proveedor 185,3999.46
COMP-753,2024-07-05,Proveedor 246,1321.97
COMP-754,2023-02-09,Proveedor 353,4562.7
COMP-755,2024-02-05,Proveedor 188,2908.68
COMP-756,2023-11-18,Proveedor 291,2478.01
COMP-757,2023-12-28,Proveedor 125,1069.33
COMP-758,2025-06-05,Proveedor 338,76.74
COMP-759,2023-05-14,Proveedor 271,50.18
COMP-760,2023-09-23,Proveedor 14,1041.45
COMP-761,2023-04-23,Proveedor 119,4271.01
COMP-762,2023-01-08,Proveedor 468,1163.32
COMP-763,2024-09-07,Proveedor 323,2780.63
COMP-764,2024-06-27,Proveedor 389,168.1
COMP-765,2024-08-12,Proveedor 187,425.32
COMP-766,2024-03-21,Proveedor 486,4878.42
COMP-767,2023-04-21,Proveedor 295,3539.18
COMP-768,2025-03-19,Proveedor 251,3807.31
COMP-769,2024-12-28,Proveedor 275,3256.57
COMP-770,2025-08-03,Proveedor 262,44.72
COMP-771,2025-10-19,Proveedor 185,2780.32
COMP-772,2024-05-02,Proveedor 10,733.3
COMP-773,2024-08-17,Proveedor 21,161.75
COMP-774,2023-11-22,Proveedor 329,2437.7
COMP-775,2023-05-09,Proveedor 426,1016.89
COMP-776,2023-12-01,Proveedor 370,3038.55
COMP-777,2023-12-31,Proveedor 101,4830.17
COMP-778,2023-03-30,Proveedor 63,2657.15
COMP-779,2023-10-05,Proveedor 407,2991.92
COMP-780,2024-02-25,Proveedor 90,1464.29
COMP-781,2025-05-02,Proveedor 415,4878.9
COMP-782,2025-01-21,Proveedor 417,3995.44
COMP-783,2023-07-13,Proveedor 14,4375.15
COMP-784,2024-01-26,Proveedor 184,1248.79
COMP-785,2025-10-26,Proveedor 270,4725.48
COMP-786,2024-10-29,Proveedor 294,1552.1
COMP-787,2025-08-07,Proveedor 44,4996.9
COMP-788,2023-08-05,Proveedor 14,2706.88
COMP-789,2025-10-16,Proveedor 33,4780.96
COMP-790,2025-06-09,Proveedor 392,211.86
COMP-791,2023-04-24,Proveedor 443,4077.64
COMP-792,2024-12-27,Proveedor 137,2959.4
COMP-793,2025-05-22,Proveedor 404,2792.22
COMP-794,2024-06-29,Proveedor 379,993.83
COMP-795,2025-01-02,Proveedor 272,4417.73
COMP-796,2023-03-01,Proveedor 10,643.48
COMP-797,2024-09-21,Proveedor 341,4538.81
COMP-798,2025-01-07,Proveedor 422,1161.17
COMP-799,2023-06-25,Proveedor 329,1709.52
COMP-800,2024-11-18,Proveedor 437,211.34
COMP-801,2024-06-30,Proveedor 270,3072.07
COMP-802,2025-10-22,Proveedor 140,4472.04
COMP-803,2023-04-29,Proveedor 259,367.19
COMP-804,2024-03-18,Proveedor 346,788.93
COMP-805,2025-05-08,Proveedor 190,3948.92
COMP-806,2023-02-04,Proveedor 395,4853.77
COMP-807,2025-09-01,Proveedor 163,3432.22
COMP-808,2023-07-24,Proveedor 156,4514.2
COMP-809,2025-05-12,Proveedor 269,3590.9
COMP-810,2025-04-28,Proveedor 327,3896.85
COMP-811,2023-08-24,Proveedor 434,95.6
COMP-812,2025-04-15,Proveedor 352,2903.92
COMP-813,2025-04-12,Proveedor 225,2715.69
COMP-814,2023-03-04,Proveedor 108,3006.88
COMP-815,2024-10-03,Proveedor 282,642.89
COMP-816,2024-04-24,Proveedor 31,994.41
COMP-817,2023-11-03,Proveedor 444,3697.21
COMP-818,2023-06-15,Proveedor 213,3970.92
COMP-819,2024-01-17,Proveedor 104,4025.36
COMP-820,2023-04-16,Proveedor 382,94.1
COMP-821,2024-07-17,Proveedor 481,4184.88
COMP-822,2023-02-12,Proveedor 336,1967.73
COMP-823,2025-10-19,Proveedor 23,3640.3
COMP-824,2025-04-09,Proveedor 197,2634.05
COMP-825,2023-12-20,Proveedor 128,571.9
COMP-826,2023-05-01,Proveedor 429,2897.1
COMP-827,2024-08-12,Proveedor 399,719.75
COMP-828,2023-12-02,Proveedor 206,973.11
COMP-829,2024-05-22,Proveedor 115,735.09
COMP-830,2024-09-03,Proveedor 288,1031.35
COMP-831,2024-01-17,Proveedor 229,1753.24
COMP-832,2024-04-02,Proveedor 164,2466.3
COMP-833,2025-07-19,Proveedor 450,3418.12
COMP-834,2023-08-22,Proveedor 246,657.35
COMP-835,2023-02-03,Proveedor 382,1002.09
COMP-836,2023-08-10,Proveedor 27,1373.87
COMP-837,2024-09-01,Proveedor 461,1665.24
COMP-838,2024-09-25,Proveedor 47,4080.41
COMP-839,2025-04-01,Proveedor 198,1344.33
COMP-840,2024-10-30,Proveedor 381,50.36
COMP-841,2023-04-02,Proveedor 229,2685.29
COMP-842,2023-08-12,Proveedor 386,3725.51
COMP-843,2025-05-28,Proveedor 6,2986.43
COMP-844,2025-05-25,Proveedor 109,2745.29
COMP-845,2024-06-16,Proveedor 222,3510.55
COMP-846,2024-12-05,Proveedor 285,2298.95
COMP-847,2023-06-15,Proveedor 198,1711.63
COMP-848,2024-04-02,Proveedor 38,2223.54
COMP-849,2024-11-26,Proveedor 71,490.32
COMP-850,2024-08-16,Proveedor 177,3517.33
COMP-851,2023-01-30,Proveedor 225,3786.49
COMP-852,2025-06-08,Proveedor 442,3711.13
COMP-853,2025-05-19,Proveedor 270,376.76
COMP-854,2025-04-23,Proveedor 497,3142.12
COMP-855,2025-04-22,Proveedor 335,4462.08
COMP-856,2024-08-09,Proveedor 126,2152.77
COMP-857,2023-11-15,Proveedor 211,480.98
COMP-858,2023-04-07,Proveedor 179,2029.16
COMP-859,2024-08-04,Proveedor 172,693.88
COMP-860,2023-08-24,Proveedor 104,4970.59
COMP-861,2023-02-13,Proveedor 446,250.53
COMP-862,2023-10-29,Proveedor 278,1193.25
COMP-863,2025-05-04,Proveedor 379,4263.35
COMP-864,2025-02-12,Proveedor 64,1991.13
COMP-865,2024-09-24,Proveedor 5,4757.71
COMP-866,2024-01-21,Proveedor 242,2994.01
COMP-867,2025-05-15,Proveedor 372,3385.49
COMP-868,2024-08-06,Proveedor 180,4623.8
COMP-869,2025-02-08,Proveedor 231,3024.69
COMP-870,2024-02-04,Proveedor 346,3013.16
COMP-871,2024-12-19,Proveedor 370,1632.06
COMP-872,2025-05-14,Proveedor 174,2429.53
COMP-873,2023-07-04,Proveedor 340,2638.01
COMP-874,2023-09-04,Proveedor 494,2919.4
COMP-875,2023-12-31,Proveedor 155,1074.41
COMP-876,2024-11-12,Proveedor 186,672.01
COMP-877,2025-10-23,Proveedor 37,3345.67
COMP-878,2024-12-26,Proveedor 114,1289.23
COMP-879,2024-08-12,Proveedor 360,2820.57
COMP-880,2024-02-03,Proveedor 200,567.92
COMP-881,2025-05-25,Proveedor 273,2591.39
COMP-882,2025-07-24,Proveedor 6,1269.48
COMP-883,2024-03-14,Proveedor 488,1149.41
COMP-884,2023-02-17,Proveedor 122,2337.16
COMP-885,2023-02-17,Proveedor 276,848.66
COMP-886,2025-08-22,Proveedor 7,1737.95
COMP-887,2023-06-06,Proveedor 494,3514.67
COMP-888,2025-08-29,Proveedor 48,3915.74
COMP-889,2023-05-11,Proveedor 345,1039.38
COMP-890,2024-01-21,Proveedor 171,3977.31
COMP-891,2023-02-10,Proveedor 113,4836.98
COMP-892,2025-07-23,Proveedor 392,4851.71
COMP-893,2023-05-07,Proveedor 60,4884.32
COMP-894,2023-02-02,Proveedor 327,697.47
COMP-895,2025-07-24,Proveedor 371,3982.4
COMP-896,2024-08-24,Proveedor 270,3655.56
COMP-897,2025-05-20,Proveedor 295,2108.61
COMP-898,2024-01-04,Proveedor 267,3581.15
COMP-899,2023-07-15,Proveedor 75,3008.67
COMP-900,2025-03-13,Proveedor 346,4051.87
COMP-901,2024-12-12,Proveedor 402,2164.07
COMP-902,2025-01-01,Proveedor 105,1095.86
COMP-903,2025-06-29,Proveedor 190,602.55
COMP-904,2024-09-22,Proveedor 321,692.33
COMP-905,2024-12-30,Proveedor 373,4513.26
COMP-906,2025-03-16,Proveedor 174,1096.89
COMP-907,2023-03-16,Proveedor 185,2707.85
COMP-908,2023-08-12,Proveedor 144,4574.11
COMP-909,2024-05-02,Proveedor 298,3879.08
COMP-910,2023-12-27,Proveedor 136,1410.22
COMP-911,2024-08-14,Proveedor 110,298.1
COMP-912,2023-07-15,Proveedor 238,963.4
COMP-913,2024-07-01,Proveedor 25,4956.29
COMP-914,2023-03-06,Proveedor 282,1255.34
COMP-915,2023-09-11,Proveedor 448,1131.86
COMP-916,2023-03-22,Proveedor 262,2666.79
COMP-917,2025-02-26,Proveedor 382,4074.56
COMP-918,2023-09-04,Proveedor 135,1077.03
COMP-919,2025-06-09,Proveedor 294,2028.5
COMP-920,2024-04-11,Proveedor 458,1583.01
COMP-921,2024-08-05,Proveedor 278,3539.09
COMP-922,2025-09-20,Proveedor 369,3161.52
COMP-923,2025-07-16,Proveedor 88,4189.09
COMP-924,2024-12-21,Proveedor 358,1784.74
COMP-925,2023-07-16,Proveedor 227,3451.57
COMP-926,2024-11-15,Proveedor 223,1268.13
COMP-927,2024-11-17,Proveedor 311,3428.3
COMP-928,2023-01-09,Proveedor 357,4720.15
COMP-929,2023-09-05,Proveedor 361,1195.22
COMP-930,2025-07-04,Proveedor 395,3956.27
COMP-931,2025-07-05,Proveedor 179,301.97
COMP-932,2023-03-31,Proveedor 18,976.15
COMP-933,2023-11-03,Proveedor 500,1268.74
COMP-934,2024-04-27,Proveedor 159,3975.77
COMP-935,2023-07-28,Proveedor 324,2207.28
COMP-936,2024-07-20,Proveedor 418,2534.99
COMP-937,2024-01-16,Proveedor 4,1107.07
COMP-938,2025-05-28,Proveedor 261,2053.58
COMP-939,2024-04-23,Proveedor 383,368.07
COMP-940,2025-05-31,Proveedor 210,3823.13
COMP-941,2024-07-18,Proveedor 369,4633.8
COMP-942,2025-10-21,Proveedor 323,2403.49
COMP-943,2024-03-08,Proveedor 48,946.32
COMP-944,2025-02-08,Proveedor 309,4229.53
COMP-945,2023-05-20,Proveedor 258,4769.14
COMP-946,2023-06-05,Proveedor 66,1384.45
COMP-947,2024-11-04,Proveedor 375,2741.06
COMP-948,2023-06-09,Proveedor 123,4762.18
COMP-949,2024-08-11,Proveedor 300,2797.63
COMP-950,2024-12-23,Proveedor 25,3889.68
COMP-951,2025-05-09,Proveedor 449,4453.22
COMP-952,2025-06-14,Proveedor 445,4342.91
COMP-953,2024-09-09,Proveedor 424,3518.19
COMP-954,2023-07-22,Proveedor 76,4390.76
COMP-955,2025-08-18,Proveedor 477,1371.85
COMP-956,2024-05-13,Proveedor 368,1168.65
COMP-957,2023-02-16,Proveedor 164,704.76
COMP-958,2023-02-27,Proveedor 74,1897.2
COMP-959,2023-01-15,Proveedor 361,453.37
COMP-960,2025-09-23,Proveedor 394,3582.77
COMP-961,2025-08-04,Proveedor 263,818.64
COMP-962,2023-12-31,Proveedor 354,3205.33
COMP-963,2023-05-16,Proveedor 265,3629.24
COMP-964,2025-09-06,Proveedor 317,3911.18
COMP-965,2024-04-26,Proveedor 404,4121.28
COMP-966,2024-11-02,Proveedor 174,4064.06
COMP-967,2024-07-31,Proveedor 127,3658.02
COMP-968,2023-07-03,Proveedor 486,3648.91
COMP-969,2025-06-05,Proveedor 182,933.58
COMP-970,2024-08-01,Proveedor 428,131.6
COMP-971,2025-07-01,Proveedor 35,1251.29
COMP-972,2023-01-12,Proveedor 397,2720.36
COMP-973,2024-09-25,Proveedor 267,712.54
COMP-974,2024-02-01,Proveedor 311,4435.82
COMP-975,2025-10-19,Proveedor 421,3790.65
COMP-976,2024-11-19,Proveedor 245,1707.65
COMP-977,2025-05-07,Proveedor 417,2480.02
COMP-978,2024-07-05,Proveedor 224,2358.34
COMP-979,2023-08-06,Proveedor 209,4105.75
COMP-980,2025-07-25,Proveedor 330,2501.86
COMP-981,2023-02-17,Proveedor 48,4384.8
COMP-982,2025-06-07,Proveedor 272,4937.35
COMP-983,2024-03-14,Proveedor 323,1241.34
COMP-984,2025-02-19,Proveedor 252,3793.33
COMP-985,2024-01-28,Proveedor 421,3071.24
COMP-986,2024-10-18,Proveedor 385,3071.21
COMP-987,2024-10-15,Proveedor 301,4997.11
COMP-988,2025-01-02,Proveedor 384,3849.23
COMP-989,2024-10-09,Proveedor 383,4547.94
COMP-990,2024-03-18,Proveedor 406,3937.29
COMP-991,2025-04-12,Proveedor 24,1771.11
COMP-992,2023-03-28,Proveedor 438,4025.59
COMP-993,2025-06-21,Proveedor 264,1194.01
COMP-994,2024-01-22,Proveedor 298,1096.63
COMP-995,2024-08-01,Proveedor 419,3812.07
COMP-996,2023-03-17,Proveedor 492,3194.39
COMP-997,2023-11-01,Proveedor 19,4816.73
COMP-998,2024-10-26,Proveedor 376,2653.39
COMP-999,2023-10-03,Proveedor 10,668.14
COMP-1000,2025-01-22,Proveedor 497,2606.97
COMP-1001,2025-05-15,Proveedor 2,1942.84
COMP-1002,2025-08-10,Proveedor 23,1956.9
COMP-1003,2025-05-12,Proveedor 284,2559.75
COMP-1004,2025-02-13,Proveedor 106,3050.28
COMP-1005,2025-01-03,Proveedor 448,521.19
COMP-1006,2023-11-15,Proveedor 310,2846.28
COMP-1007,2023-05-29,Proveedor 119,115.97
COMP-1008,2025-10-10,Proveedor 149,2679.98
COMP-1009,2024-03-16,Proveedor 171,4902.13
COMP-1010,2024-02-06,Proveedor 274,1713.23
COMP-1011,2024-10-10,Proveedor 67,3066.88
COMP-1012,2024-03-04,Proveedor 381,2502.01
COMP-1013,2025-03-13,Proveedor 166,4678.72
COMP-1014,2024-11-17,Proveedor 23,3814.0
COMP-1015,2025-06-02,Proveedor 177,4069.35
COMP-1016,2024-02-03,Proveedor 102,4757.48
COMP-1017,2025-05-01,Proveedor 345,3573.23
COMP-1018,2023-01-07,Proveedor 354,3333.75
COMP-1019,2025-06-24,Proveedor 147,4872.9
COMP-1020,2024-09-15,Proveedor 272,372.58
COMP-1021,2024-05-12,Proveedor 192,4927.66
COMP-1022,2025-04-20,Proveedor 384,3986.01
COMP-1023,2024-05-08,Proveedor 146,1394.22
COMP-1024,2024-07-29,Proveedor 358,305.89
COMP-1025,2024-11-08,Proveedor 131,426.95
COMP-1026,2025-03-17,Proveedor 230,2581.02
COMP-1027,2023-09-23,Proveedor 30,3961.66
COMP-1028,2024-09-12,Proveedor 399,846.07
COMP-1029,2025-10-10,Proveedor 144,2559.67
COMP-1030,2024-12-26,Proveedor 88,679.27
COMP-1031,2025-10-03,Proveedor 291,4795.96
COMP-1032,2025-01-26,Proveedor 16,2059.88
COMP-1033,2024-02-25,Proveedor 307,2833.4
COMP-1034,2024-09-05,Proveedor 155,422.98
COMP-1035,2024-07-24,Proveedor 438,2219.83
COMP-1036,2023-05-21,Proveedor 261,1396.24
COMP-1037,2024-09-02,Proveedor 135,2972.81
COMP-1038,2024-11-09,Proveedor 124,1088.21
COMP-1039,2023-05-20,Proveedor 444,2546.71
COMP-1040,2025-07-04,Proveedor 135,1666.42
COMP-1041,2025-03-19,Proveedor 479,1291.75
COMP-1042,2023-03-08,Proveedor 117,3659.63
COMP-1043,2025-09-10,Proveedor 226,3053.25
COMP-1044,2024-10-03,Proveedor 87,73.15
COMP-1045,2023-08-06,Proveedor 228,257.91
COMP-1046,2023-12-01,Proveedor 443,1654.7
COMP-1047,2024-09-15,Proveedor 382,4831.89
COMP-1048,2023-04-21,Proveedor 23,3842.91
COMP-1049,2023-10-31,Proveedor 452,1698.33
COMP-1050,2025-02-23,Proveedor 162,4218.85
COMP-1051,2023-05-05,Proveedor 238,3127.14
COMP-1052,2023-05-31,Proveedor 259,299.82
COMP-1053,2023-12-19,Proveedor 255,1666.19
COMP-1054,2025-09-29,Proveedor 120,3676.31
COMP-1055,2023-08-06,Proveedor 424,3686.02
COMP-1056,2025-08-12,Proveedor 275,1463.41
COMP-1057,2025-08-22,Proveedor 247,1893.79
COMP-1058,2025-10-28,Proveedor 476,1971.36
COMP-1059,2024-07-15,Proveedor 22,3740.93
COMP-1060,2025-08-11,Proveedor 251,2687.74
COMP-1061,2023-11-14,Proveedor 445,1500.89
COMP-1062,2023-04-05,Proveedor 24,834.47
COMP-1063,2024-05-07,Proveedor 267,720.93
COMP-1064,2024-05-03,Proveedor 166,2996.5
COMP-1065,2025-03-21,Proveedor 499,810.57
COMP-1066,2023-05-28,Proveedor 313,154.72
COMP-1067,2025-05-09,Proveedor 239,1556.59
COMP-1068,2023-08-25,Proveedor 175,3610.02
COMP-1069,2025-09-01,Proveedor 421,701.78
COMP-1070,2024-09-25,Proveedor 178,702.99
COMP-1071,2025-07-31,Proveedor 106,2415.38
COMP-1072,2023-02-21,Proveedor 328,2299.56
COMP-1073,2024-03-31,Proveedor 341,2427.68
COMP-1074,2024-08-24,Proveedor 308,3694.6
COMP-1075,2023-01-12,Proveedor 450,2747.97
COMP-1076,2024-10-27,Proveedor 448,2122.34
COMP-1077,2025-01-28,Proveedor 458,67.45
COMP-1078,2024-06-06,Proveedor 416,4013.43
